"","year","NDJ.AL","NDJ.NPI","FMA.PDO","FMA.NPGO","NDJ.grad","FMA.FW","MJJ.FW","FMA.sal","FMA.WS","FMA.x.WS","MJJ.x.WS","FMA.y.WS","MJJ.y.WS","MJJ.UW","FMA.SST","MJJ.SST","Papa","FMA.SSH","MJJ.SSH"
"1",1950,100894.353807388,101219.786536239,-1.74666666666667,-1.09333333333333,3.49552408854167,NA,NA,NA,0.109047897648112,-0.0879995510355844,-0.029094030510998,0.0352369361705011,0.0296753135805619,-7.11111111111111,4.41237511511717,7.87921842902141,47.777,0.137236630770131,0.0344118271634153
"2",1951,100912.190297538,101196.876356156,-1.10666666666667,-0.513333333333333,3.28474934895833,NA,NA,NA,0.0709149530523929,-0.0375407824511199,-0.0187050544752077,0.0333532913894117,0.0161105575730121,3.77777777777778,4.09406930717985,8.6994758254166,53.313,0.0821604536514695,0.0303639258091755
"3",1952,100828.113198273,101220.957845316,-0.713333333333333,-0.73,1.90020751953125,NA,NA,NA,0.0829754165914001,-0.0648895602046571,-0.0169730907226946,0.0861935244174674,0.0201923765969157,0.888888888888889,3.96695228164097,8.52661392929106,49.818,0.131037637947175,0.0503270948969393
"4",1953,99878.4833497173,100592.743468697,-0.38,1.07333333333333,12.5478515625,NA,NA,NA,0.0836025453788651,-0.0699685722070804,-0.0186511236617462,0.0854844008313699,0.0171666053258411,0.222222222222222,4.77455051743457,9.22438240526283,58.541,0.148018087535842,0.0632409538548344
"5",1954,100285.111523619,100889.006624182,-1.15333333333333,0.29,8.83638509114583,NA,NA,NA,0.0544919216870956,-0.0257502837579358,-0.0233422740080276,0.0417629011336868,0.0135780503869851,-3.88888888888889,4.57138058631618,8.95934508166282,55.92,0.112827352015103,0.0440304738239576
"6",1955,100354.988870795,100868.326750693,-1.58333333333333,-0.143333333333333,11.1546020507812,NA,NA,NA,0.0638959226120546,-0.0117924333655573,-0.0315513951481224,0.0385154777799412,0.0256635607981218,0.222222222222222,5.04397868129199,8.39019433710326,50.403,0.0762780685860337,0.0229560501180474
"7",1956,101024.896846033,101248.670352849,-2.49,-0.0533333333333333,3.03120930989583,NA,NA,NA,0.0608888922544272,-0.0355778055101405,-0.0234496075806852,0.0437999581034226,0.0255390251438965,0.333333333333333,4.60606358800832,9.0418317148219,49.452,0.0826432409107239,0.0337846858313001
"8",1957,100958.060784991,101180.256367585,-0.41,-1.52,8.02370198567708,NA,NA,NA,0.0561304728723179,-0.0375437092529379,-0.00912061136532054,0.0253827833807665,0.00899206862110683,-2.66666666666667,4.77895558041236,9.84430804014087,50.996,0.0715316394101689,0.049948851345107
"9",1958,99960.7857872806,100782.82651035,0.643333333333333,-0.573333333333333,11.8528645833333,NA,NA,NA,0.0885961507488082,-0.0837407485240694,-0.0142859272645592,0.011271663669403,0.0106003685571152,6.11111111111111,5.82520522079467,9.97846590283452,55.635,0.225187255187422,0.0562992852550093
"10",1959,100509.948030115,100900.610209965,-0.466666666666667,-0.476666666666667,8.8426513671875,NA,NA,NA,0.0768482686983973,-0.0246131091670044,-0.0109910309959785,0.0580663325366475,0.0168580442422421,0.222222222222222,5.26898115787755,9.48802329868459,55.613,0.124326731665776,0.0390740504035871
"11",1960,100143.327018526,100874.073802437,0.133333333333333,0.823333333333333,13.9070231119792,NA,NA,NA,0.0817343950761278,-0.0848176626256489,-0.0212425358450794,0.064537727753338,0.0207301069544883,-3,4.94020601048691,9.08408471353446,56.912,0.15388966324365,0.0725607962084886
"12",1961,99974.0256707474,100627.597434368,0.286666666666667,1.35666666666667,12.3538411458333,NA,NA,NA,0.0817123505848302,-0.0496913477805443,-0.0267865849758108,0.0639384164048048,0.024422689317766,-4.88888888888889,5.25704201542787,9.58621292933849,59.619,0.166377430199844,0.063375730795591
"13",1962,100994.179398929,101162.92137826,-1.12333333333333,-0.41,7.62095133463542,-0.533046650031724,-0.533046650031724,NA,0.0543200912216214,-0.0456561048296486,-0.00490692970015884,0.0318189480449797,0.00857216366612361,1.77777777777778,4.98196197062043,9.12894379967898,52.124,0.0801048413356846,0.022772917254807
"14",1963,100270.27319463,100683.307538769,-0.37,-0.73,8.25858561197917,-0.00826974588833338,-0.00826974588833338,NA,0.0845517956549585,-0.0364254053114752,-0.00696833168175659,0.0253394793061051,0.0204026172690377,9.11111111111111,5.44418507063873,9.31887177094638,58.318,0.103247462354529,0.0500799090447652
"15",1964,99989.7708378845,100732.46360293,-0.703333333333333,0.296666666666667,10.3017171223958,0.207790829862448,0.207790829862448,NA,0.0800721001756599,0.000703850130787892,-0.00306621171007744,0.0729350301937504,0.0147074225552994,1.11111111111111,5.23007729099455,8.47264193503579,58.22,0.0910292534456632,0.0098958178441877
"16",1965,100796.052425141,101032.595022787,-0.166666666666667,-0.886666666666667,5.08406575520833,-0.340034632258433,-0.340034632258433,NA,0.0705167299397553,-0.0400354574884391,-0.0217286389467774,0.0430123562239007,0.0276374465049516,4.22222222222222,4.20646953846363,7.64832780813361,50.386,0.0967458525258634,0.0431065058807107
"17",1966,100802.653333446,101074.415458534,-0.42,-1.02666666666667,4.0008544921875,-0.485489585867619,-0.485489585867619,NA,0.066795707752065,-0.026228163412532,-0.00895019056305792,0.0488226161633739,0.0194122405679183,11.2222222222222,4.6423244697803,8.38102455890276,50.677,0.133708582417323,0.037909633566416
"18",1967,100905.779815807,101057.276442179,-0.756666666666667,-0.873333333333333,2.72690836588542,-0.839996137109925,-0.839996137109925,NA,0.0718420743536742,-0.0152296892263085,-0.0082414612296136,0.00790506562393771,0.00653910360375044,8,4.52771850446488,9.29306838688658,52.128,0.0726155310637381,0.0288285650377078
"19",1968,100634.683484474,101148.431559297,-0.58,-0.806666666666667,3.94720458984375,-0.22712814588608,-0.22712814588608,NA,0.0784320482464741,-0.0687570881830484,-0.0159001716277186,0.0752255637651413,0.0154975209028365,-0.666666666666667,4.67341408034002,9.59882595957603,54.059,0.171335465683896,0.0562933482946112
"20",1969,100704.549780967,101135.944826031,-0.63,-0.55,5.20218912760417,-1.44752276471695,-1.44752276471695,NA,0.0690053017998039,-0.0667245377508417,-0.0221580363621264,0.0690155337498355,0.0186693614397747,2.33333333333333,3.93918007471035,8.53336258965679,47.16,0.162444875319289,0.08853873494917
"21",1970,99761.7992949065,100664.941123881,0.73,-0.316666666666667,11.7917277018229,0.711393309244983,0.711393309244983,NA,0.0984820629820511,-0.0579107974019786,-0.0254955393211629,0.0938058772374427,0.0382616138904942,-1.77777777777778,5.3324278816435,8.55496932572376,59.623,0.196042394815968,0.0832409777320348
"22",1971,101035.034252458,101371.258034032,-1.67,0.453333333333333,2.62361653645833,-1.03844514320623,-1.03844514320623,31.719,0.0745508487251213,-0.0504420391928122,-0.0334298618552737,0.0747740494752415,0.0284998510610085,1.11111111111111,3.97980325052979,7.31571077862352,50.858,0.128964780369758,0.0526612965067705
"23",1972,101132.060367012,101347.603490301,-1.85666666666667,-0.593333333333333,4.09840901692708,-1.51887364324844,-1.51887364324844,31.995,0.0744729171003059,-0.0384724052158995,-0.0210250694475446,0.0282886908777232,0.00978217198922738,3.11111111111111,3.52014188255472,7.78761742847539,48.873,0.0998177444076755,0.0375400421015452
"24",1973,100585.237103899,101024.198314399,-0.6,-0.206666666666667,5.49399820963542,-0.466097086381111,-0.466097086381111,NA,0.0599872905113368,-0.0461550199093382,-0.0380593659579166,0.060190407647665,0.034377461652622,-5.22222222222222,4.28895259375763,8.2662534295105,53.182,0.139334612186903,0.0778087144033012
"25",1974,100725.261625259,100960.574750431,-1.02333333333333,-0.136666666666667,2.50142415364583,-1.2275730121607,-1.2275730121607,31.7596666666667,0.0829783883074067,-0.0515586109506984,-0.0169897466258225,0.0491965514990827,0.0237227904688687,4.55555555555556,4.20504604949796,8.75234135112292,54.093,0.137100367057018,0.0759182847319887
"26",1975,100269.593949231,100957.300475182,-0.84,0.783333333333333,10.4314982096354,-0.308541326231259,-0.308541326231259,31.4883333333333,0.0597254974501867,-0.0473654933538011,-0.0369578296705614,0.0380047466424466,0.0333318178481595,-1,4.3325665474488,7.68503967472124,51.892,0.134362008367689,0.047139350340022
"27",1976,100392.409060424,100814.265592351,-1.23333333333333,1.76666666666667,9.12884521484375,-0.549546755181102,-0.549546755181102,31.6535,0.0510909469064951,-0.0331849457602623,-0.0268558116514202,0.0567672267056036,0.0339381053341909,-2.77777777777778,4.31161695766216,8.17437755701178,56.161,0.110282650354326,0.0872561398145353
"28",1977,99587.3084473177,100418.467205293,0.71,1.67666666666667,17.3314005533854,1.44689510307558,1.44689510307558,30.883,0.104084074979493,-0.0588319185630581,-0.0179955846857781,0.106531508016848,0.0169798392685236,1.44444444444444,5.43545268416832,9.61379470551752,59.962,0.165076682697504,0.0803418778074093
"29",1978,100178.963945317,100818.734134847,1.36,0.77,5.10394287109375,-0.720682386585017,-0.720682386585017,31.4485,0.0922552177855724,-0.091231715565871,-0.0249138082646093,0.0576881494482256,0.0192639149787215,8.66666666666667,4.88351937753937,8.70315919549249,55.095,0.204058386920354,0.05375133065669
"30",1979,100633.770462046,101040.795489072,-0.0466666666666667,-0.63,9.61104329427083,-0.167448459052087,-0.167448459052087,31.5438,0.0779673681484812,-0.0584853131516348,-0.0230937017227831,0.0125191540560586,0.0211915030362164,-3.55555555555556,5.02803432513049,9.29907172482162,55.719,0.118431238987698,0.0629071091023138
"31",1980,100275.485602586,100995.960377853,1.3,-0.98,8.48246256510417,1.10845867087624,1.10845867087624,NA,0.0950511578887229,-0.102882218943505,-0.0259661111172622,0.0810252382631276,0.0168679040680723,4,4.87176557452826,8.86713891681003,55.2,0.204268884888062,0.103276295614485
"32",1981,99765.3158859524,100397.434911054,1.3,-0.793333333333333,11.252685546875,1.00278581079794,1.00278581079794,NA,0.0810594196639074,-0.0678023161405858,-0.0133677641372663,0.0468702111056448,0.0126837509338589,1.33333333333333,5.47938449700757,10.2167414729827,58.828,0.18504573337288,0.0959168930179798
"33",1982,100765.668217985,100921.593919287,0.0666666666666667,-0.853333333333333,7.36897786458333,-1.31386914006521,-1.31386914006521,31.678,0.066536880506133,-0.0262259152454927,-0.022938931435696,0.0162195497912981,0.0199109960471173,0.444444444444444,4.47024200139882,7.94262636040557,50.642,0.133932504159773,0.0819314828126604
"34",1983,99768.2719083976,100583.39128181,1.70666666666667,0.06,10.6769002278646,-0.216177694824307,-0.216177694824307,31.2561666666667,0.106917415232747,-0.0943618859993264,-0.0198362522651488,0.0528681316301555,0.0140073173940344,-3.44444444444444,5.49635872417773,10.0034821217083,59.985,0.281439199661597,0.1380813827372
"35",1984,100239.972537829,100693.000589277,1.5,0.76,7.85693359375,0.259141134036295,0.259141134036295,NA,0.0896451781302045,-0.058997676436089,-0.0163723721554449,0.0942160292890751,0.0216328215771042,-3.44444444444444,5.57885589869715,9.93032540692903,57.881,0.204817782138657,0.0978519366465063
"36",1985,100340.948684416,100658.356217263,0.566666666666667,0.163333333333333,10.2679443359375,-0.213290016384291,-0.213290016384291,31.161,0.0811360684935672,-0.0289671693187558,-0.0196773108286437,0.0597945540094197,0.023111297369252,-0.555555555555555,5.08944593540216,8.16915721171882,51.845,0.109331985840845,0.0743344724829046
"37",1986,100205.297044923,100595.320357239,1.78,-0.963333333333333,11.3965250651042,-0.312833982504345,-0.312833982504345,31.343,0.0927446421998381,-0.0692659529760701,-0.0163425522561773,0.0579016858428076,0.0166262738182384,-1.66666666666667,5.03150866028023,8.45173561905375,58.294,0.184318520052311,0.0749652945938019
"38",1987,99816.3359402436,100592.01454031,2.00333333333333,0.51,13.8614908854167,0.953098371441645,0.953098371441645,31.0505,0.0734434607341096,-0.0806366927849436,-0.043809916171044,0.070920257531826,0.0479571690682658,-13.2222222222222,5.62290877667106,8.76392713206992,60.031,0.224814317165277,0.133437303663828
"39",1988,100094.184993936,100874.440315999,1.2,1.11333333333333,10.5709635416667,1.37815958160629,1.37815958160629,31.0326666666667,0.110765909683186,-0.101668742922373,-0.0250695958227962,0.0923821556864789,0.027500335371803,-7.33333333333333,5.29767256253053,9.08853302942235,53.998,0.169572534845171,0.0962830215819881
"40",1989,100696.543424593,101054.531721138,-0.723333333333333,0.79,10.0511271158854,-0.845066208577423,-0.845066208577423,31.687,0.072589133489115,-0.0378790503174651,-0.0141894526974242,-0.0146157534020825,0.0106484858538294,1.88888888888889,4.51475507394753,9.17458002747865,50.999,0.0908264974099843,0.0420267289817493
"41",1990,100465.55935219,100904.907717756,-0.333333333333333,0.203333333333333,10.31689453125,0.986798527076754,0.986798527076754,31.479,0.0652289869074891,-0.0496974210738046,-0.0105052488200546,0.0432589060404738,0.00548727693564986,3.55555555555556,4.57424636695566,9.51242466312253,59.24,0.116910409901896,0.0550428848331555
"42",1991,100864.652850161,101355.319196582,-0.98,-0.44,3.83951822916667,0.2240940672199,0.2240940672199,31.535,0.0748908067454476,-0.0512679457765223,-0.0328162432163696,0.0623296708331004,0.0270475425306897,1.22222222222222,4.63335443173544,8.79421775655107,57.231,0.117714814495486,0.0485815148970259
"43",1992,99921.9172336252,100533.137342829,0.576666666666667,-0.903333333333333,13.4372151692708,1.30077307167488,1.30077307167488,31.1016666666667,0.0734181206131666,-0.0488447050502204,-0.00668540570120991,0.0617650636597352,0.0184304019925195,1.88888888888889,4.95902774391875,9.11127557832434,59.71,0.226636521989464,0.103676739296852
"44",1993,100591.589636808,101130.39946009,0.72,-1.54666666666667,7.97591145833333,0.953928454037945,0.953928454037945,31.062,0.0825973973256479,-0.0895190366263528,-0.0171972635390731,0.0669496679213437,0.00460964804597939,3.66666666666667,4.82775048109116,9.97084921497057,48.728,0.225959573393194,0.117058913498862
"45",1994,100481.910779879,100991.130376417,0.813333333333333,-1.76333333333333,11.1377766927083,0.808309500181664,0.808309500181664,31.331,0.0627000711175339,-0.0646112678168661,-0.0321749195298055,0.0374366014729512,0.0288629552792877,-3.66666666666667,5.2871032197251,9.42758362882041,59.718,0.153038569406057,0.0988390528939219
"46",1995,100391.712018468,100853.908824588,0.68,-1.81,7.57958984375,-0.201402157037809,-0.201402157037809,31.3025,0.0855940963213193,-0.0812776936512713,-0.0260100224156413,0.05258419577014,0.0170322082423506,1.11111111111111,4.51735507323933,9.19420732664902,54.764,0.192456102944337,0.0633261343834396
"47",1996,100388.329539363,100719.857457331,1.07333333333333,-0.88,3.36930338541667,-0.39384368338191,-0.39384368338191,31.6095,0.0646203505449604,-0.0560185125014371,-0.0111538273791654,0.0395032915513959,0.00730644339599891,2.22222222222222,4.87190555024162,9.38284127965582,53.916,0.132165524344414,0.0514471206917904
"48",1997,100439.357901046,100855.62199553,0.66,-0.746666666666667,5.55128987630208,0.0877348600496596,0.0877348600496596,31.2326666666667,0.0960439781429989,-0.0955995688799612,-0.0107070124640813,0.0642637358906305,0.00662662757979517,0.777777777777778,4.81130235875156,10.2779648928499,57.198,0.168089813337876,0.111717145718061
"49",1998,99837.2380180312,100673.511599257,1.61333333333333,1.10333333333333,11.3330485026042,0.226209358452152,0.226209358452152,31.051,0.10694503623358,-0.10411176872726,-0.0188692176047718,0.0808551683775818,0.0129572512674646,10.8888888888889,5.88607190588555,9.48934872058009,59.582,0.269399941002584,0.0886964943466915
"50",1999,100414.16536533,100983.803243899,-0.466666666666667,1.97333333333333,6.74287923177083,-0.248401485370967,-0.248401485370967,31.653,0.0817792263084996,-0.0439722838557351,-0.00946603289900458,0.05355575546781,0.0192669915567152,-5,4.84814186009772,8.16546160504822,54.274,0.140606059379175,0.0264123339189563
"51",2000,100378.832860333,101226.804133952,-0.0633333333333333,2.21333333333333,11.9504597981771,1.37794995821612,1.37794995821612,31.0254285714286,0.0877747390163824,-0.076198622037304,-0.0122881318129996,0.0780883313467105,0.0133146264287529,-1.33333333333333,4.6525703507822,9.28977910322207,55.366,0.156736280431605,0.0770666389805703
"52",2001,99901.4315163044,100469.058323173,0.143333333333333,2.51666666666667,13.7721761067708,0.454125238094116,0.454125238094116,31.225,0.0716956468774653,-0.0541650768381492,-0.0202584713525836,0.0533584892139819,0.0365246078318975,-7.22222222222222,5.19033499621903,9.09690259247562,57.03,0.104872681479901,0.0702442435929791
"53",2002,100140.436639552,100752.199443305,-0.463333333333333,1.66,9.8465576171875,-0.99152933354763,-0.99152933354763,31.4695,0.0649725096593888,-0.0455324363095441,-0.0138103028451933,0.0252302900498257,0.0120069852501156,-2.77777777777778,4.54228866797575,9.21228176467666,51.239,0.0911290954539759,0.0336620443634987
"54",2003,99568.8514087044,100294.910220727,1.48,1.19333333333333,10.6360066731771,0.30038419660616,0.30038419660616,30.8858888888889,0.0715611133600511,-0.0642144429229176,-0.0178124890853753,0.0309189862640509,0.020674505965602,-1.33333333333333,5.9197148418163,9.92953401472757,55.748,0.168336357647537,0.0985641772102596
"55",2004,100466.653017098,100958.560382436,0.553333333333333,0.393333333333333,6.89272054036458,0.914213091039034,0.914213091039034,31.276,0.0808626723751285,-0.0810243094552453,-0.0219662482650106,0.0767087000508413,0.00219677777037456,2.66666666666667,5.12907151760102,10.2677728351774,54.614,0.178698251351842,0.0814291706515683
"56",2005,100392.961262708,100865.636036848,1.06666666666667,-1.55666666666667,9.56172688802083,1.44753837385325,1.44753837385325,30.9443333333333,0.0751529645658035,-0.0651384761151943,-0.0176870764153048,0.0665505855706417,0.00771197998309327,-2.33333333333333,5.48251297645092,10.8833692276982,53.29,0.168653255764745,0.0976025748392965
"57",2006,100435.902786814,100821.626786863,0.37,-0.783333333333333,10.7076619466146,-0.772766186992831,-0.772766186992831,31.1213333333333,0.072442146887523,-0.0485467285338354,-0.0296859631957018,0.0449036814084644,0.0328873346241852,1.33333333333333,4.92434715241594,9.28227505075195,55.42,0.140424309651821,0.105638336084592
"58",2007,100506.922958476,101012.287416899,-0.0533333333333333,-0.143333333333333,9.50608317057292,-0.075589921461728,-0.075589921461728,31.578,0.10901374673832,-0.0768808901342838,-0.0405805008627959,0.0520777521870952,0.0329617433201713,-3.66666666666667,4.25785071758974,8.83843595623604,56.745,0.125446954748442,0.0699532330792365
"59",2008,100394.76661202,100942.228868756,-1,1.30333333333333,9.23531087239583,-0.155587443821475,-0.155587443821475,31.1005,0.0790349826048884,-0.0728275489238931,-0.0351019195807664,0.0776706321113226,0.0380644453732573,-1.55555555555556,4.300957522595,8.2885344568185,51.95,0.098431416569998,0.032305901274983
"60",2009,100878.31980431,101215.345482997,-1.59666666666667,0.553333333333333,8.33624267578125,-0.530728779668116,-0.530728779668116,31.3776666666667,0.0565183685748317,-0.0243642762248535,-0.0162140636804294,0.0324261417011729,0.00401715483181525,4,4.02175230695377,8.99763670034778,51.94,0.0579293028382847,0.0389557970118916
"61",2010,99882.351494295,100638.588896217,0.68,1.55666666666667,9.76727294921875,NA,NA,31.2453333333333,0.102868945066268,-0.0981610141344923,-0.0232781826785826,0.105110407733634,0.0239026917265114,-1.33333333333333,5.19948108399074,8.89964040728845,54.747,0.238156808110384,0.088997169437671
"62",2011,100924.767292835,101127.26185188,-0.646666666666667,0.783333333333333,6.70094807942708,NA,NA,31.484,NA,NA,NA,NA,NA,1.44444444444444,4.86874405723036,9.24362162053696,49.459,NA,NA
"63",2012,100557.263580582,101141.168727326,-0.723333333333333,1.30333333333333,10.6034342447917,NA,NA,31.3795,NA,NA,NA,NA,NA,-7.88888888888889,4.11619122511194,8.20916807915391,58.846,NA,NA
